1,277,-88.900000
2,554,117.600000
3,831,117.390000
4,1108,-88.990000
5,1385,-152.200000
6,1662,-89.100000
7,1939,-89.100000
8,2216,-89.100000
9,2493,-90.100000
10,2770,-89.400000
11,3047,-89.300000
12,3324,-89.100000
13,3601,-90.300000
14,3878,142.600000
15,4155,-154.700000
16,4432,-154.700000
17,4709,-155.100000
18,4986,-154.700000
19,5263,-154.700000
20,5540,-147.100000
21,5817,-89.100000
22,6094,-154.700000
23,6371,-154.600000
24,6648,-89.300000
25,6925,-154.600000
26,7202,-89.100000
27,7479,-154.600000
28,7756,-154.600000
29,8033,142.600000
30,8310,-89.200000
31,8587,-89.200000
32,8864,117.600000
33,9141,117.600000
34,9418,117.600000
35,9695,-89.200000
36,9972,117.600000
37,10249,117.500000
38,10526,117.500000
39,10803,117.500000
40,11080,-89.100000
41,11357,-89.200000
42,11634,117.500000
43,11911,-89.200000
44,12188,-89.200000
45,12465,-89.200000
46,12742,117.500000
47,13019,-89.200000
48,13296,-89.200000
49,13573,-89.200000
50,13850,-89.200000
